TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-07 02:47:32,1770432452182,backend-one-gilt-89.vercel.app/api/admin/aliases,GET,,304,9hmgh-1770432452182-5bdf4d867801,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,152,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,3
2026-02-07 02:47:32,1770432452136,backend-one-gilt-89.vercel.app/api/admin/live,GET,,304,bk2ng-1770432452136-b7300b81ea7c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,118,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,3
2026-02-07 02:47:31,1770432451990,backend-one-gilt-89.vercel.app/api/admin/aliases,OPTIONS,,204,bk2ng-1770432451990-874d217de6c8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,5,iad1,269,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZYNEBNYY4J8R9F1YSP7XF,tMvFSKUtDd8V,1
2026-02-07 02:47:31,1770432451982,backend-one-gilt-89.vercel.app/api/admin/live,OPTIONS,,204,cd5kj-1770432451982-4016e9cbf420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,1,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:47:31,1770432451982,backend-one-gilt-89.vercel.app/api/admin/config,OPTIONS,,204,26d7s-1770432451982-15c711442a42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,6,iad1,264,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZYNEE1Q82BKT8R7ZC2DRV,7nC2hazERCZp,1
2026-02-07 02:47:28,1770432448451,backend-one-gilt-89.vercel.app/api/health,GET,,200,9hmgh-1770432448451-fa2360456e39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,116,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:47:23,1770432443412,backend-one-gilt-89.vercel.app/api/health,GET,,200,xxw8g-1770432443412-aeb838ec49ba,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,114,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:47:22,1770432442252,backend-one-gilt-89.vercel.app/api/admin/live,GET,,304,q6r9n-1770432442252-e6db9fc50932,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,129,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:47:22,1770432442252,backend-one-gilt-89.vercel.app/api/admin/aliases,GET,,304,pfr5k-1770432442252-812daf80a61d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,126,iad1,264,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZYBY206P7KQ0P0FEAD5V2,7nC2hazERCZp,1
2026-02-07 02:47:22,1770432442252,backend-one-gilt-89.vercel.app/api/admin/config,GET,,304,mmcv4-1770432442252-7c7a7390eb11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,139,iad1,269,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZYBYA7QJDYF94EWXRK9FN,tMvFSKUtDd8V,1
2026-02-07 02:47:22,1770432442022,backend-one-gilt-89.vercel.app/api/admin/aliases,OPTIONS,,204,xxw8g-1770432442022-dd82e04ee023,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,7,iad1,269,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZYBQ1VDK7F370T2D554D0,tMvFSKUtDd8V,1
2026-02-07 02:47:22,1770432442022,backend-one-gilt-89.vercel.app/api/admin/config,OPTIONS,,204,hqmjh-1770432442022-6c7cdfdf95c8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,1,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:47:22,1770432442022,backend-one-gilt-89.vercel.app/api/admin/live,OPTIONS,,204,gts6x-1770432442022-d7d639d1eb53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,7,iad1,272,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZYBQ2RGF4DC77K9S944VA,qcrWduHpx6cr,1
2026-02-07 02:47:22,1770432442022,backend-one-gilt-89.vercel.app/api/health,GET,,200,f5jnh-1770432442022-a85564b8bbb9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,138,iad1,263,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZYBQ2RGF4DC77K64JTAZX,7nC2hazERCZp,1
2026-02-07 02:47:08,1770432428584,backend-one-gilt-89.vercel.app/api/admin/system-status,GET,,200,t7264-1770432428584-c12407c11a10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,384,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:47:08,1770432428348,backend-one-gilt-89.vercel.app/api/admin/system-status,OPTIONS,,204,g6xsq-1770432428348-011ebe47b03c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,1,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:52,1770432412668,backend-one-gilt-89.vercel.app/api/admin/config,GET,,304,dp5zp-1770432412580-bd3c3709844b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-one-gilt-89.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,,,,,[Supabase] Creating client with URL: https://ezemaacyyvbpjlagchds.supabase.co,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,,,
2026-02-07 02:46:52,1770432412580,backend-one-gilt-89.vercel.app/api/admin/config,GET,,304,dp5zp-1770432412580-bd3c3709844b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-one-gilt-89.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,137,iad1,267,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZXEYVT41BSWS5WTHVXM9X,7nC2hazERCZp,1
2026-02-07 02:46:52,1770432412580,backend-one-gilt-89.vercel.app/api/admin/live,GET,,304,c9vhv-1770432412580-a5ced536fc66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,117,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,3
2026-02-07 02:46:52,1770432412580,backend-one-gilt-89.vercel.app/api/admin/aliases,GET,,304,98kt2-1770432412580-f6266fa3a6ed,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,124,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,3
2026-02-07 02:46:52,1770432412350,backend-one-gilt-89.vercel.app/api/health,GET,,200,xlxkt-1770432412350-a397f253b8aa,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,192,iad1,255,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZXEQZCK482DTH0FEE4VE8,7nC2hazERCZp,1
2026-02-07 02:46:52,1770432412350,backend-one-gilt-89.vercel.app/api/admin/aliases,OPTIONS,,204,k85mr-1770432412350-5fc1e93877dc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,6,iad1,271,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZXEQVB51FEEBY2BAK3TQZ,qcrWduHpx6cr,1
2026-02-07 02:46:52,1770432412350,backend-one-gilt-89.vercel.app/api/admin/config,OPTIONS,,204,c9vhv-1770432412350-30c0a9dbd74f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,2,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:52,1770432412350,backend-one-gilt-89.vercel.app/api/admin/live,OPTIONS,,204,4577p-1770432412350-79ebd11a560d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,9,iad1,269,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZXEQTSBMTV65MXKYAKBDB,tMvFSKUtDd8V,1
2026-02-07 02:46:38,1770432398547,backend-one-gilt-89.vercel.app/api/admin/system-status,GET,,200,tskh8-1770432398547-02bc3e39fbdf,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,381,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:38,1770432398381,backend-one-gilt-89.vercel.app/api/admin/system-status,OPTIONS,,204,4qqpb-1770432398381-7be4ef2d6b0d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,1,iad1,274,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:14,1770432374347,backend-one-gilt-89.vercel.app/api/health,GET,,200,c7x6f-1770432374347-7268704bb90b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,109,iad1,273,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:12,1770432372623,backend-one-gilt-89.vercel.app/api/admin/live,GET,,304,c7x6f-1770432372623-ebda47b1cad9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,123,iad1,273,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,3
2026-02-07 02:46:12,1770432372623,backend-one-gilt-89.vercel.app/api/admin/config,GET,,304,4qqpb-1770432372623-86beb2424b0e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,151,iad1,268,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZW7Y32VA6N34K9XHWXQ6K,tMvFSKUtDd8V,1
2026-02-07 02:46:12,1770432372535,backend-one-gilt-89.vercel.app/api/admin/aliases,GET,,304,xmvdc-1770432372535-d2168948b213,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,135,iad1,273,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,3
2026-02-07 02:46:12,1770432372381,backend-one-gilt-89.vercel.app/api/admin/aliases,OPTIONS,,204,tsjr8-1770432372381-fc95c6f808c4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,1,iad1,273,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:12,1770432372381,backend-one-gilt-89.vercel.app/api/admin/config,OPTIONS,,204,c7x6f-1770432372381-009c882b7b8d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,9,iad1,268,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZW7PJ7A1SHXS1D8QJF04C,tMvFSKUtDd8V,1
2026-02-07 02:46:12,1770432372381,backend-one-gilt-89.vercel.app/api/admin/live,OPTIONS,,204,4qqpb-1770432372381-d13773ae93c0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,6,iad1,271,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZW7PPAM8P8KP2D0H035XZ,qcrWduHpx6cr,1
2026-02-07 02:46:09,1770432369378,backend-one-gilt-89.vercel.app/api/health,GET,,200,xmvdc-1770432369378-2b08765340b8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,136,iad1,273,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:08,1770432368514,backend-one-gilt-89.vercel.app/api/admin/system-status,GET,,200,jwqll-1770432368514-edfd487e3cff,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,410,iad1,273,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:08,1770432368344,backend-one-gilt-89.vercel.app/api/admin/system-status,OPTIONS,,204,9k2sk-1770432368344-ebb778684209,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,1,iad1,273,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:04,1770432364363,backend-one-gilt-89.vercel.app/api/health,GET,,200,nsg7f-1770432364363-99e639352bd0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,139,iad1,273,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:02,1770432362662,backend-one-gilt-89.vercel.app/api/admin/config,GET,,304,r8lsj-1770432362662-8ac7650cfe2d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,116,iad1,273,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZPMZRCVVGZWE7R77CRW57,lqMqWWhpU7ax,2
2026-02-07 02:46:02,1770432362662,backend-one-gilt-89.vercel.app/api/admin/live,GET,,304,jwqll-1770432362662-8f55c682f81a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,134,iad1,267,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZVY6WD2TJF2EMHMFV1BW7,tMvFSKUtDd8V,1
2026-02-07 02:46:02,1770432362662,backend-one-gilt-89.vercel.app/api/admin/aliases,GET,,304,8n7qm-1770432362662-ee4d425a2323,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,148,iad1,271,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZVY6YMR7E8DZDXMHN8RKV,qcrWduHpx6cr,1
2026-02-07 02:46:02,1770432362420,backend-one-gilt-89.vercel.app/api/admin/live,OPTIONS,,204,r8lsj-1770432362420-c3039826bc5e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,6,iad1,271,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZVXZ8TVJVBP831QTMV3F5,qcrWduHpx6cr,1
2026-02-07 02:46:02,1770432362420,backend-one-gilt-89.vercel.app/api/admin/aliases,OPTIONS,,204,87d6q-1770432362420-9b79ef63a17b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",,production,main,MISS,function,/api/server-vercel.js,backend-one-gilt-89.vercel.app,backend-jrkn2eygn-freeflow-build.vercel.app,dpl_GcZ7fbAbK3jHMFVVvrZVeL7vSuim,8,iad1,267,2048,,prj_o7l4vZl14SXjUc8ILOrSTeM555wX,,,01KGTZVXZ9DTP0Z7R9MM6JEBE5,tMvFSKUtDd8V,1
